_id,projeto_registro,projeto_titulo,coordenador,nome_campus,desc_area_cnpq,palavras_chave,resumo,modalidade,grupos_pesquisa,projeto_pai_registro,data_atualizacao
e4e1de67-9e3b-4461-9f02-2449da700b42,PES-2018-0896,Memória e formação de professores na região sudoeste do Paraná: o caso de Francisco Beltrão.,RONALDO AURELIO GIMENES GARCIA,Realeza,CIÊNCIAS HUMANAS,epistemologia docente; Formação de professores; história da educação; história oral; memórias,"Devido a escassez de informações sistematizadas sobre a formação de professores na região do Sudoeste do Paraná motivou a realização do presente projeto de pesquisa. Objetiva-se investigar a história das escolas (do campo e urbanas) e a formação de professores a partir de suas memórias e das epistemologias de suas práticas pedagógicas. Trata-se de uma pesquisa qualitativa, haja vista a necessidade de investigarmos a constituição das escolas e suas práticas educativas no município de Francisco Beltrão que compõem essa região para então investir no processo de formação de professores e na organização de um Centro de Memórias. Para o desenvolvimento deste trabalho iremos utilizar como ferramentas metodológicas na pesquisa a coleta de depoimentos orais e histórias de vida no caso dos ex-professores, gestores e alunos. Além disso, pretende-se coletar, tratar e analisar documentos diversos como material didático, fotografias, anotações diversas de professores e alunos, documentos escolares, brinquedos e outros. A expectativa com a constituição de um centro de memórias é de contribuir para formar uma massa documental que permita subsidiar as pesquisas atuais e futuras sobre a formação de professores da região. A partir da pesquisa tem-se o propósito de conhecer as experiências e práticas docentes para melhor qualificar os alunos em formação nas licenciaturas; dar visibilidade ao processo de formação  de professores em uma perspectiva que conceba as relações histórico-sociais, econômicas e culturais. Pretende-se utilizar a coleta de depoimentos orais e histórias de vida como meio de investigar a trajetória da formação docente na região de Francisco Beltrão, bem como a constituição de uma prática docente que revela muitos elementos importantes para pensar a formação inicial e continuada de professores na região",Subprojeto,"(Trans) Formação Inicial, Permanente e Contínua de Professores: processos teóricos metodológicos da ensinagem (Tripec)",PES-2018-0376,2019-10-11
6f2212db-c4e2-40cf-b036-2f27fd4d5249,PES-2019-0598,Potencial Efeito Antidepressivo e Neuroprotetor de Extratos da Espécie Solidago chilensis e do Composto Ativo Quercitrina em Ratos Submetidos a Estresse na Infância e na Vida Adulta,ZULEIDE MARIA IGNACIO,Chapecó,CIÊNCIAS DA SAÚDE,Isolamento social; Neuroproteção; Privação maternal; Solidago chilensis; Transtorno depressivo maior,"Expressivo número de estudos vem mostrando que o estresse crônico na infância é um dos maiores vilões na indução de disfunções biológicas neurais e sistêmicas, as quais podem persistir e potencializar os efeitos do estresse crônico e agudo na vida adulta, culminando em transtorno depressivo maior (TDM), entre outros transtornos psiquiátricos. Pesquisas científicas trazem evidências de que o estresse na infância é responsável por prejuízos no desenvolvimento cerebral e é potencializado por estresse ou falta de apoio social na vida adulta, podendo culminar em depressão severa e falta de resposta terapêutica aos tratamentos antidepressivos. Os fármacos disponíveis na clínica, além de necessitarem de um longo tempo para o início do efeito antidepressivo, não conseguem exercer efeito terapêutico em um percentual significativo de pacientes. Por essas razões, a busca por agentes mais efetivos para o TDM vem incluindo as plantas medicinais como estratégias terapêuticas que possam interferir em mecanismos biológicos relevantes na depressão resistente a tratamentos (DRT). Portanto, o principal objetivo desta proposta é avaliar o tratamento com extratos e o composto ativo quercitrina da espécie medicinal Solidago chilensis em comportamentos tipo depressivos de ratos submetidos a estresse crônico na infância e na vida adulta e em mecanismos envolvidos na neuroproteção. Será investigado um possível sinergismo entre o estresse de privação maternal e o isolamento social assim como o efeito dos tratamentos sobre alterações comportamentais biológicas que emergirem a partir do estresse ao longo da vida. A planta medicinal apresenta propriedades antioxidantes e antiinflamatórias, entre outras relevantes propriedades nutracêuticas. Já existem evidências científicas sobre a interferência de compostos da espécie medicinal em alguns mecanismos subjacentes ao estresse oxidativo, inflamação e neuroinflamação. Considerando alguns resultados da literatura científica, espera-se que o sinergismo entre o estresse na infância e na vida adulta possa potencializar o comportamento depressivo e os prejuízos biológicos relacionados à neuroproteção. Com relação às propriedades já descritas para a Solidago chilensis, é esperado que os extratos e o componente ativo quercitrina da planta possam reverter ou reduzir os prejuízos comportamentais e biológicos, sendo, portanto potenciais estratégias terapêuticas no tratamento do TDM e DRT.",Subprojeto,Estudos Biológicos e Clínicos em Patologias Humanas,PES-2019-0321,2019-10-11
0f68bae6-dda7-49b2-afb8-c5e1b8a2ab96,PES-2019-0614,Avaliação do potencial genotoxico da exposição aguda de três tipos de agrotóxicos em anfíbios,MARILIA TERESINHA HARTMANN,Erechim,OUTROS,anormalidades celulares; epoxiconazol.; imidacloprido; micronúcleo; picloram,"Uma das formas de entender os efeitos de pesticidas no organismo, é o estudo da ação genotóxica nas células. A genotoxicidade está entre os mais sérios  dos  possíveis  danos  causados  por  produtos  químicos  agrícolas. Este projeto propõe o estudo da genotoxicidade pela avaliação de micronúcleos em eritrócitos após a exposição a três tipos de  agrotóxicos pertencentes a classes diferentes: um herbicida – o picloram, um fungicida, o epoxiconazol e um inseticida, o imidacloprido. Esses agrotóxicos foram escolhidos especialmente devido a sua solubilidade em água e por isso poder ser contaminantes de ambientes aquáticos.  O objetivo geral é avaliar o potencial genotóxico dos agrotóxicos testados em espécies de anfíbios, utilizando o teste do micronúcleo, verificando a existencia ou não de indução de micronúcleos e anormalidades no núcleo das células do sangue. Ao mesmo tempo buscamos a padronização de métodos e tecnologias para este tipo de pesquisa com anfíbios . Será utilizada a formula comercial dos três tipos de agrotóxicos que serão analisados. Serão coletadas as desovas totais na natureza, com menos de 24 horas de oviposição. O desenvolvimento dos girinos será realizado em aquários em condições controladas de laboratório. Serão realizados ensaios agudos com diferentes concentrações dos agrotóxicos testados, com duração de 96 horas. Ao final do ensaio, será retirado o sangue, preparado de acordo com o protocolo para  o teste do micronúcleo.  Analisaremos duas diferentes técnicas, buscando qual delas é mais adequada para a análise de genotoxicidade em anfibios
",Subprojeto,Biodiversidade e Conservação da Fauna - GPCON,PES-2018-0139,2019-10-11
6874a945-3f4a-4b4e-80fa-d263a249957a,PES-2018-0015,"EFEITO DA QUETIAPINA E ANTIDEPRESSIVOS CLÁSSICOS SOBRE COMPORTAMENTOS TIPO DEPRESSIVOS, MECANISMOS NEUROIMUNES E PLASTICIDADE NEURONAL ASSOCIADOS A ESTRESSE CRÔNICO EM RATOS",ZULEIDE MARIA IGNACIO,Chapecó,CIÊNCIAS BIOLÓGICAS,Arborização dendrítica; Ativação microglial; Depressão; Estresse crônico; Quetiapina,"As causas e mecanismos biológicos do transtorno depressivo maior (TDM) são multifatoriais. Possivelmente, como consequência da heterogeneidade de fatores, as respostas aos tratamentos são ainda bastante inconsistentes, exigindo um longo período para estabelecer uma resposta terapêutica e, ainda, um grande percentual de pacientes é refratário aos antidepressivos clássicos ou outras estratégias terapêuticas. Além do sistema monoaminérgico, pesquisas mais recentes têm focalizado atenção em vários mecanismos fisiológicos, incluindo o balanço oxidativo, mecanismos imunológicos e inflamatórios e sobre a plasticidade neuronal. Estudos com humanos e em animais de laboratório vêm observando que o estresse crônico é um grande vilão no desenvolvimento do TDM e está subjacente a alterações na homeostasia, através de alterações em parâmetros neuroimunes, na atividade da microglia e em mecanismos relacionados à plasticidade neuronal. Além disso, a função terapêutica de antidepressivos clássicos e de terapias adjuvantes parece estar relacionada ao restabelecimento de mecanismos fisiológicos alterados pelo estresse crônico e envolvidos no TDM. Entre outros antipsicóticos atípicos, a quetiapina vem sendo destacada nas pesquisas como uma droga que tem função terapêutica em pacientes não responsivos a antidepressivos clássicos. Estudos também evidenciaram que a quetiapina reduz ou reverte alguns prejuízos no balanço oxidativo, nos mecanismos neuroimunes e em parâmetros morfológicos relacionados à plasticidade neuronal. Portanto, o objetivo principal desta proposta será investigar o efeito da quetiapina e dos antidepressivos imipramina e escitalopram sobre possíveis comportamentos tipo depressivos, balanço oxidativo, mecanismos neuroimunes e inflamatórios, apoptose e arborização dendrítica em ratos submetidos a estresse crônico moderado (ECM). Serão utilizados ratos adultos com 60 dias de idade, os quais serão submetidos ao ECM por 40 dias e ao final do ECM serão tratados cronicamente por 14 dias com quetiapina (20 mg/kg), Imipramina (30 mg/kg) e escitalopram (10 mg/kg). Ao final dos tratamentos, os animais serão submetidos aos protocolos de testes de anedonia (splash teste) e de natação forçada para avaliação de comportamentos tipo depressivos. Após os testes comportamentais, os animais serão eutanasiados para retirada de amostras cerebrais de córtex pré-fronta (CPF), hipocampo, amígdala e núcleo acumbens (NAc). A partir dessas estruturas e do soro dos animais, serão analisados parâmetros bioquímicos relacionados ao estresse oxidativo, ativação microglial e inflamação. Nestas estruturas cerebrais também serão avaliados parâmetros morfológicos de apoptose e arborização dendrítica, através do método de TUNEL e da técnica de Golgi, respectivamente.",Guarda-chuva: Projeto Aprovado em Edital Externo,Estudos Biológicos e Clínicos em Patologias Humanas,,2019-10-11
dc7569f8-dd04-44d4-8c87-ffac43f82d4d,PES-2018-0428,"Políticas públicas, municipalização, políticas públicas: um estudo sobre o município de Chapecó-SC.Projeto sem título",MONICA HASS,Chapecó,CIÊNCIAS HUMANAS,"conselhos setoriais; descentralização; desenho institucional; participação, ; políticas públicas","As políticas públicas ganharam proeminência e centralidade nas últimas décadas no Brasil. Elas vêm sendo impulsionadas no bojo do processo de democratização, do redesenho institucional do Estado e da reorganização do modelo federativo brasileiro. A Constituição de 1988, entre outros aspectos, fortaleceu o primado da democratização, estabelecendo que as políticas de desenvolvimento do país devem ser construídas, implementadas e avaliadas, conjuntamente, pelo Estado e pela sociedade. O estado centrismo abre espaço para a participação da sociedade e dos diferentes entes que constituem a federação (União, estados e municípios).Nesse contexto, as políticas públicas passam a ser fortalecidas enquanto instrumentos que promovem políticas essenciais ao desenvolvimento das áreas estruturantes da vida em sociedade. Entre os vários aspectos que constituem esse processo, um deles é essencial e merece ser compreendido com mais profundidade. Trata-se do que estamos designando nesse projeto como municipalização das políticas públicas . Os municípios, de forma progressiva, vêm sendo cada vez mais responsabilizados pela formulação, implementação, financiamento e avaliação de inúmeras políticas. Esse fenômeno precisa ser compreendido e investigado, sobretudo porque o conhecimento que vier a ser produzido (indicadores, dados, informações, análises, etc.) é um aspecto essencial para a melhoria do próprio processo em curso em âmbito local. Investigar as políticas públicas em âmbito municipal é, neste sentido, uma tarefa por excelência de uma universidade pública federal localizada, com é o caso da UFFS, numa grande região do interior do Estado de Santa Catarina.Ciente desse papel, O presente projeto pretende investigar o processo de municipalização das políticas públicas, tomando como referência empírica o maior município do Oeste catarinense. Para os propósitos dessa pesquisa, uma cidade de médio porte como Chapecó oferece os elementos principais para a compreensão das dinâmicas em estudo. Dada a abrangência e a complexidade do tema, o levantamento e a análise dos dados se concentrará nas políticas públicas municipais de educação; saúde; assistência social; planejamento urbano; segurança pública, desenvolvimento rural e demais. Por meio da metodologia proposta, pretende-se (i) compreender os contextos de formulação, aprovação e implementação das PP; (ii) identificar os principais instrumentos criados e as formas de participação da sociedade civil no processo; (iii) analisar a operacionalização das políticas públicas pesquisadas por meio dos conselhos setoriais e demais instrumentos e instâncias de formulação, de controle e de avaliação. A base de dados e as análises a serem desenvolvidas integram o esforço institucional já em curso de constituir um Observatório de Políticas Públicas na Universidade Federal da Fronteira Sul. O referido observatório cumprirá um papel estratégico na medida em que contribuirá com os processos de desenvolvimento regional e com a gestão.",Guarda-chuva: Projeto Interno,"Estado, Sociedade e Políticas Públicas",,2019-10-11
beed34d7-1604-4d59-aa88-f14b519e4d52,PES-2018-0555,Aplicação de extratos vegetais obtidos por tecnologia supercrítica em produtos processados com subprodutos da filetagem de tilápia,EDUARDA MOLARDI BAINY,Laranjeiras do Sul,CIÊNCIAS AGRÁRIAS,agente antibacteriano; agente antioxidante; extração supercrítica; extratos naturais; Oreochromis sp.,"Os consumidores estão cada vez mais exigentes e procuram por alimentos convenientes e de fácil preparo, que sejam ao mesmo tempo saudáveis e sem adição de aditivos sintéticos. Extratos naturais possuem propriedades antioxidantes e antimicrobianas relatadas na literatura, podendo ser utilizados para substituir aditivos químicos. Porém, o emprego desses extratos vegetais em alimentos é ainda restrita e poucos estudos estão disponíveis na literatura, especialmente extratos obtidos por tecnologia supercrítica que possui vantagens com relação as técnicas convencionalmente utilizadas, pois não utiliza solventes orgânicos, emprega temperaturas baixas para extração e não gera resíduos indesejáveis em alimentos. Os objetivos do presente projeto serão: 1. Obter extratos de plantas; 2. Caracterizar quimicamente e avaliar as atividades antioxidante e antibacteriana dos extratos; 3. Aplicá-los em produtos à base de subprodutos da filetagem de tilápia para avaliar o potencial de utilizá-los como agentes antioxidante e antibacteriano. Os materiais serão desidratados em estufa de circulação forçada de ar a 40 ºC. Os extratos serão caracterizados utilizando um cromatógrafo a gás. A atividade antioxidante total dos extratos serão determinados pelo método DPPH, assim como a avaliação da atividade antibacteriana dos extratos. Serão elaborados produtos utilizando carne mecanicamente separada (CMS), para agregação de valor e aproveitamento dos subprodutos da filetagem de tilápia. Para esse estudo, serão utilizadas formulações com extratos vegetais, além de um controle sem adição de extrato e aditivo químico e uma formulação sem adição de extrato e com adição de aditivo eritorbato de sódio, para fins de comparação com as formulações com extrato. Os produtos desenvolvidos serão submetidos a avaliação das atividades antioxidante e antibacteriana através de análises de TBARS, pH, cor instrumental, análise sensorial e microbiológica. Com isso, serão determinados os melhores extratos e as melhores concentrações para produtos à base de tilápia. ",Guarda-chuva: Projeto Aprovado em Edital Externo,Processamento de alimentos e aproveitamento de sub-produtos,,2019-10-11
184f3abe-a7a2-4378-be0f-43c6efcc7357,PES-2019-0374,Estrutura e dinâmica da água do solo em sistema de manejo para a produção de hortaliças,DOUGLAS RODRIGO KAISER,Cerro Largo,CIÊNCIAS AGRÁRIAS,agregação do solo; Brassica oleracea; Conservação do solo; Disponibilidade de água; Lactuca sativa,"Nas últimas décadas, novos conceitos de sistemas de produção agrícola têm sido desenvolvidos na busca de um maior equilíbrio entre a produtividade e a conservação do meio ambiente. Para as condições da região Noroeste do Rio Grande do Sul, as pesquisas voltadas ao manejo do solo e uso de plantas de cobertura em sistemas de produção de hortaliças ainda são pouco estudadas e a busca de sistemas de produção diferenciados, alicerçados nos princípios agroecológicos, é uma exigência da comunidade. O Sistema de Plantio Direto de Hortaliças (SPDH) apresenta-se como uma alternativa de transição ecológica de produção, em relação aos sistemas de manejo convencionais, que visa equilibrar gradualmente a capacidade do solo em manter as suas multifuncionalidades. Sendo assim, o principal objetivo deste trabalho é conhecer a eficiência de diferentes sistemas de manejo do solo para a produção de Brassica oleracea e Lactuca sativa (repolho e alface respectivamente) em sucessão. Para isso, será dado continuidade a um experimento iniciado em junho de 2018, onde foram construídos 10 canteiros, por meio de encanteiradora com enxada rotativa, com 1,2 m de largura e 10 m de comprimento. Após o preparo dos canteiros a área foi semeada com centeio, que, ao final de seu ciclo, foi roçado deixando-se os resíduos sobre a superfície do solo, posteriormente realizando a semeadura manual de Crotalaria juncea. No final do ciclo da crotalária serão implantados quatro (04) diferentes sistemas de manejo na área, correspondentes aos tratamentos, sendo estes: Sistema Plantio Direto (SPDH), Plantio Direto sem cobertura vegetal (PDsc), Sistema de cultivo convencional com cobertura do solo (SCc) e Sistema de cultivo convencional sem cobertura do solo (SCsc). O delineamento experimental será em blocos ao acaso com 5 repetições. Nos tratamentos sem cobertura do solo (PDsc e SCsc) a biomassa aérea da crotalária será retirada das parcelas (canteiros), onde posteriormente será realizado o plantio de mudas de repolho sucedido por alface. Durante o ciclo das culturas serão monitoradas a umidade, a densidade e a distribuição de poros nos primeiros 20 cm do solo. No final do ciclo da cultura da alface serão coletadas amostras de solo para avaliar a sua agregação. Na cultura do repolho serão avaliados o diâmetro, a massa fresca e a massa seca das “cabeças”, e na cultura da alface serão avaliadas a massa fresca e a massa seca. Os dados obtidos serão submetidos a análise de distribuição normal e análise da variância (ANOVA), e as médias serão comparadas com o teste de Scott-Knott a 5% de significância.",Subprojeto,Solos & Ambiente,PES-2018-0108,2019-10-11
18852a70-a10a-47fb-ab33-5a60d05abcfc,PES-2018-0975,"Sistema purinérgico, aterosclerose e hipertensão: uma revisão da literatura",ANDRÉIA MACHADO CARDOSO,Chapecó,CIÊNCIAS DA SAÚDE,aterosclerose; exercício fisico ; hipertensão; sistema imunológico; sistema purinérgico,"A hipertensão arterial sistêmica (HAS) e a aterosclerose são condições clínicas multifatoriais que acometem um número significativo de pessoas no mundo todo, representando um problema de saúde pública mundial. Essas doenças, na maioria dos casos, estão acompanhadas de um quadro inflamatório de baixo grau e alterações nas funções plaquetárias. Essas modificações podem estar relacionadas a um desequilíbrio na regulação  dos níveis de nucleotídeos de adenina (ATP, ADP e AMP) e de adenosina circulantes, que têm suas ações mediadas pelos receptores purinérgicos P2 e P1 e pela ação das enzimas que fazem parte do sistema purinérgico [NTPDases, E-NPPs, ecto-5'-nucleotidase e adenosina desaminase (ADA)], presentes em plaquetas e linfócitos circulantes. O objetivo deste estudo é realizar uma revisão narrativa da literatura acerca da influência do sistema purinérgico sobre a hipertensão arterial sistêmica, a aterosclerose e outras alterações hemodinâmicas. Serão realizadas buscas nas bases de dados PubMed, UpToDate, Scielo, DynaMed, Lilacs; e compreendidos estudos entre os anos de 1990 e 2019. Os artigos incluídos nas buscas serão aqueles de língua inglesa e portuguesa. Os termos para busca serão a combinação entre os seguintes termos ""sistema purinérgico"", ""aterosclerose"", ""hipertensão"", ""exercício físico"", ""sistema imunológico"", ""inflamação"", ""pressão arterial"", ""vasoconstrição"", ""vasodilatação"", ""agregação plaquetária"", ""linfócitos"", ""anti-hipertensivos"", ""cognição"", ""memória"", ""receptores P1 e P2"", ""NTPDases"" ""ecto-5'-nucleotidase"", ""adenosina desaminase"", ""ATP"", ""ADP"", ""AMP"", ""adenosina"". Espera-se como principal resultado contribuir para um melhor entendimento da relação entre o sistema purinérgico e os mecanismos envolvidos na hipertensão e  na aterosclerose, com enfoque no exercício físico, agregação plaquetária, sistema imunológico, cognição e medicamentos anti-hipertensivos.",Guarda-chuva: Projeto Interno,Estudos Biológicos e Clínicos em Patologias Humanas,,2019-10-11
ec5854b7-9120-4ae5-aa22-1ffb5438e412,PES-2019-0001,EDUCAÇÃO EM LINGUAGEM NAS ESFERAS ESCOLAR E ACADÊMICA,ALINE CASSOL DAGA CAVALHEIRO,Chapecó,"LINGUÍSTICA, LETRAS E ARTES",Educação Básica; Educação em linguagem; Ensino Superior,"Este projeto guarda-chuva abarca investigações que tenham como foco questões relacionadas à educação em linguagem na Educação Básica e/ou no Ensino Superior. Nesse sentido, o projeto poderá contemplar estudos sobre formação e atuação de professores de linguagem; educação para leitura e vivências com o ato de ler; processos de ensino e aprendizagem da produção textual, bem como outras questões relacionadas ao letramento acadêmico e ao ensino e à aprendizagem das práticas de linguagem. Sob o ponto de vista teórico, o projeto concilia teorizações sobre letramento, com base no pensamento de autores como Brian Street, David Barton, Mary Hamilton, Roz Ivanic e Angela Kleiman, e teorizações sobre gêneros discursivos com base em Mikhail Bakhtin. Há, ainda, no que concerne às relações entre aprendizagem e desenvolvimento e à mediação semiótica, ancoragem no pensamento vigotskiano (VIGOTSKI, 1934; 1984), considerando concepções de sujeito e de língua/linguagem postas em diálogo nessas três vertentes teóricas. O projeto, em seus desdobramentos, demanda procedimentos metodológicos que implicam pesquisa qualitativa (MASON, 1998) e a conciliação entre pesquisa qualitativa e quantitativa (BAQUERO, 2009), tanto quanto envolvem pesquisa-ação (MORIN, 2004) e estudos de caso de tipo etnográfico (ANDRÉ, 2005; YIN, 2005).",Guarda-chuva: Projeto Interno,"Lingua(gem), discurso e subjetividade",,2019-10-11
d280afcb-480d-464a-9069-4e9dfbff3e4d,PES-2018-0980,Bem-Estar no Trabalho: Analisando Preditores e seus Impactos,TATIANE SILVA TAVARES MAIA,Chapecó,CIÊNCIAS SOCIAIS APLICADAS,bem-estar no trabalho; emoções no trabalho; preditores ,"  Mudanças na natureza e no contexto do trabalho apoiam a necessidade de um maior foco no bem-estar. Esse constructo psicológico multidimensional pode envolver componentes, tais como, a satisfação e o envolvimento no trabalho. Trata-se de uma área de pesquisa que vem se tornando cada vez mais importante para saúde pública. Neste estudo, pretende-se lançar luz sobre o tema considerando como preditores elementos como, a diversidade de indivíduos no ambiente de trabalho e os conflitos surgidos a partir dessa configuração. Importante se faz destacar que, o bem-estar no trabalho reflete eventos amplos ocorridos na sociedade, a partir de um olhar externo e reflete a atuação da área de Recursos Humanos (RH). As pressões no trabalho e na sociedade em geral estão criando uma ameaça crescente ao bem-estar dos funcionários, tornando necessária a atuação mais contundente dessa área. Evidencia-se na literatura e na realidade organizacional a carência de uma abordagem alternativa, a qual a gestão de pessoas priorize práticas destinadas a melhorar o bem-estar, acarretando uma relação de emprego positiva. Vale ressaltar ainda que, embora no campo conceitual, em particular no que tange às definições, o conceito de bem-estar no trabalho seja amplamente esclarecido, no que concerne ao campo prático, evidencia-se uma compreensão largamente residual. Em outas palavras, a área de gestão de pessoas ainda não atua efetivamente com foco no bem-estar no trabalho, por negligenciá-lo ou desconhecer seus efeitos. Um dado relevante, a se considerar por fim, o bem-estar no trabalho é uma área de pesquisa que vem se tornando cada vez mais importante para saúde pública, por isso é imprescindível o desenvolvimento de teoria e a evolução de pesquisas, com a finalidade de gerar também conhecimentos que ajude as organizações a promoverem o bem-estar no trabalho. Assim, o objetivo deste estudo é analisar os efeitos dos impactos objetivos e subjetivos de preditores relacionados ao bem-estar no trabalho. Os métodos se caracterizam como: pesquisa descritiva, de cunho qualitativo e também como uma pesquisa bibliográfica e documental. A análise, bem como a identificação de preditores do bem-estar no trabalho, a partir do estudo de organizações diversas (públicas e privadas, micro, pequenas, médias e grandes empresas), situadas no Oeste Catarinense, na região de abrangência da UFFS, permitirão além de conhecer o que está sendo desenvolvido no campo da gestão de pessoas, abertura para reflexões sobre como melhorar desempenho individual e organizacional, sem desconsiderar o bem-estar no trabalho.
",Guarda-chuva: Projeto Interno,Gestão Universitária em Foco,,2019-10-11
c96331f5-bea2-44b7-9b3d-f7a771f7ba1e,PES-2018-0859,Resistir no campo: etnografia das performances políticas de jovens indígenas e sem-terra no Paraná.,FERNANDA MARCON,Laranjeiras do Sul,CIÊNCIAS HUMANAS,Juventude Indígena; Juventudes do Campo; Juventude sem-terra; Performances Políticas,"Resumo

O presente projeto vincula-se ao Grupo de Pesquisa Antropologia, Jovens e Juventudes da Universidade Federal da Fronteira Sul e objetiva a realização de uma etnografia a respeito das performances políticas de jovens indígenas e sem-terra no Paraná, buscando compreender a relação estabelecida por estes jovens a partir do vínculo com o contexto do campo, na luta por demarcação de territórios e acesso à terra. Através da experiência como docente no curso de Licenciatura Interdisciplinar em Educação do Campo – Ciências Sociais e Humanas da UFFS, campus Laranjeiras do Sul-PR, observou-se a articulação política de jovens do curso em torno da luta por reconhecimento da educação do campo, tanto pela universidade quanto pelo governo estadual e municipal, além de questões e demandas relacionadas aos movimentos sociais a que se vinculam, como o Movimento dos Trabalhadores Rurais Sem Terra (MST), Movimento dos Pequenos Agricultores (MPA), Associação dos Povos Indígenas do Brasil (APIB) e outros movimentos indígenas com diferentes demandas, como demarcação de territórios e acesso à saúde e educação. Assim, pretende-se realizar a pesquisa de campo nos espaços em que desenvolvem-se as práticas políticas destes jovens de modo a compreender como se dá a articulação de suas demandas e quais as estratégias performativas de que lançam mão para expressá-las, observando, sobretudo, a intersecção de visões de mundo e modos de participar politicamente destes jovens do campo. A metodologia de pesquisa irá basear-se na observação participante, realização de entrevistas semiestruturadas com jovens que se autodeclarem como indígenas e jovens integrantes de movimentos sociais do campo, como o MST e o MPA, além de registros audiovisuais. Parte-se da concepção de que a etnografia constrói o campo de pesquisa a partir das experiências de seus interlocutores e não os delimita a espaços pré-determinados, seja a aldeia, o acampamento ou o assentamento. Tampouco limita-se ao espaço universitário, embora o conceba como um ponto de partida para esta investigação. Entende-se que as práticas políticas não estão encerradas em espaços definidos, especialmente os espaços públicos, tradicionalmente entendidos como a esfera por excelência dos debates, das mobilizações e tomada de decisões. Em outras palavras, pretende-se observar as diferentes formas de fazer e perceber subjetivamente a política entre jovens indígenas e Sem-Terra no Paraná, particularmente entre os estudantes da UFFS. A pesquisa visa contribuir para uma compreensão mais ampla sobre a participação política dos jovens do campo, levando em conta sua diversidade de experiências sociais e culturais.",Guarda-chuva: Projeto Interno,"Antropologia, Jovens e Juventudes",,2019-10-11
40a6a053-9a19-4725-ba60-2734c95939bf,PES-2018-0423,Produção de alimentos e soberania alimentar: contribuições a partir dos movimentos sociais rurais,VALDETE BONI,Chapecó,CIÊNCIAS HUMANAS,Agroecologia ; Alimentação; Movimento de Mulheres ; Mulheres Camponesas,"Nosso objetivo principal é compreender qual a importância da produção de auto consumo para as famílias de camponeses na região oeste de Santa Catarina e qual a influência do Movimentos de Mulheres Camponesas no incentivo ao cultivo destes alimentos. Partindo da perspectiva que este movimento se constitui em uma forma de resistência das mulheres rurais no sentido de permanecer vivendo e produzindo no campo. Esta permanência, se dá através de suas lutas, mas também de práticas implementadas nas propriedades que resgatam um modo antigo de produzir alimentos que compõem a alimentação cotidiana das famílias rurais. A palavra resgate é do MMC e é utilizada aqui para demonstrar uma busca por uma produção que se perdeu em muitas propriedades com o avanço da Revolução Verde. Um dos principais eixos dessa luta do movimento é a defesa da soberania alimentar. Aqui se inclui o resgate e a preservação das sementes, a preservação da natureza, a produção agroecológica. Esses princípios levantados por elas não são apenas um discurso político. Sob sua bandeira está a luta pela não dependência às empresas multinacionais que detêm o monopólio das sementes híbridas e transgênicas, a preservação das terras disponíveis à produção de alimentos para famílias rurais e urbanas, bem como a garantia de empregos no campo. Quando as mulheres optam por permanecer na agricultura podem buscar estratégias para aumentar a renda e para tornar o trabalho menos árduo. Os projetos desenvolvidos atualmente são voltados para a produção de alimentos sem agrotóxicos, para a recuperação e preservação de sementes crioulas de hortaliças e também para o cultivo de ervas medicinais. Estas práticas além de gerar renda têm um impacto na vida pessoal dessas mulheres, na recuperação de sua saúde e de sua autoestima, conforme elas demonstraram nos encontros, nas entrevistas e nas falas registradas em pesquisas anteriores. ",Guarda-chuva: Projeto Interno,"Estado, Sociedade e Políticas Públicas",,2019-10-11
