_id,processo_seletivo,nome_curso,semestre_oferta,ano_oferta,data_inicio_matriculas,data_fim_matriculas,vagas,data_atualizacao
0c0488c9-e560-4c91-a3aa-5a55c85d9e69,Edital nº 387/UFFS/2013 - Processo Seletivo de candidatos às vagas para o curso de Mestrado do Programa de Pós-Graduação em Estudos Linguísticos - PPGEL,Mestrado em Estudos Linguísticos,1,2014,,,20,2019-08-26
ab474d7f-4a47-4d66-8e45-7ba70f2a1d33,Edital nº 083/UFFS/2013 - Processo Seletivo de Candidatos a vagas para curso de mestrado do programa de Pós-Graduação em Educação - PPGE,Mestrado em Educação,2,2013,,,20,2019-08-26
a62982d0-3d60-46cb-9052-77eff469c277,Edital nº 506/UFFS/2013-Processo Seletivo de candidatos às vagas para o curso de Mestrado do Programa de Pós-Graduação em Ciência e Tecnologia Ambiental.,Mestrado em Ciência e Tecnologia Ambiental,1,2014,,,20,2019-08-26
cbf883ab-802c-4975-ad37-42d7a5cb3f91,Edital nº 367/UFFS/2013 - Processo de seleção de candidatos para o curso de Pós-Graduação Lato Sensu em Segurança Alimentar e Nutricional,Especialização em Segurança Alimentar e Nutricional,2,2013,,,40,2019-08-26
16dad1b3-3158-4734-91ce-59547e290fba,Edital Nº 081/UFFS/2011 - Cursos de Pós-Graduação Lato Sensu - Especialização,Especialização em Interdisciplinaridade e Práticas Pedagógicas na Educação Básica,2,2011,2015-06-17,2015-07-31,35,2019-08-26
a89b9ba4-3336-418c-89c2-89b76c52e3e5,Edital nº 319/UFFS/2012 - Processo seletivo para ingresso no Curso de Pós-Graduação Lato Sensu em Teorias Linguísticas Contemporâneas.,Especialização em Teorias Linguísticas Contemporâneas,1,2013,,,30,2019-08-26
2418ff72-a015-4b4a-ade5-7caa0c73d033,Edital nº 143/UFFS/2012 - Abre inscrições ao processo seletivo para ingresso no curso de Pós-Graduação Lato Sensu em Educação de Tempo Integral,Especialização em Educação de Tempo Integral,2,2012,,,50,2019-08-26
6d393a4d-354e-4513-83af-18d2697d59d7,Edital nº 190/UFFS/2012 - Abre inscrições ao processo seletivo para ingresso no curso de Pós-Graduação Lato Sensu em Educação Integral,Especialização em Educação Integral,2,2012,,,50,2019-08-26
b89fb619-ed35-4d35-9002-71b65939f25d,Edital Nº 081/UFFS/2011 - Cursos de Pós-Graduação Lato Sensu - Especialização,Especialização em História da Ciência,2,2011,,,30,2019-08-26
9f7e020b-5f7e-4a5a-bab4-434c1c270acd,EDITAL N. 04/2013 - HRO,Residência Médica em Cirurgia Geral - Hospital Regional do Oeste,1,2014,,,2,2019-08-26
12596304-ae36-404a-bf01-14c9c3239f4d,Edital nº 164/UFFS/2011 - Abre inscrições para o curso de Pós-Graduação Lato Sensu em Processos Pedagógicos na Educação Básica,Especialização em Processos Pedagógicos na Educação Básica,1,2012,,,35,2019-08-26
949536d2-52dc-4dd7-995c-efb53ca94cf5,Edital Nº 309/UFFS/2012 - Processo seletivo para ingresso no curso de Pós-graduação Lato Sensu em Epistemologia e Metafísica,Especialização em Epistemologia e Metafísica,1,2013,,,35,2019-08-26
ffbbd25f-9a98-459c-b02a-86af037533ad,Edital Nº 018/UFFS/2013 - Processo Seletivo para ingresso no curso de Pós-Graduação Lato Sensu em Ensino de Ciências e Matemática,Especialização em Ensino de Ciências e Matemática,1,2013,,,25,2019-08-26
2d700e2a-ea84-418b-a26d-70a779b49044,Edital Nº 180/UFFS/2012 - Abre inscrições ao processo seletivo para ingresso no curso de Pós-Graduação Lato Sensu em Orientação Educacional.,Especialização em Orientação Educacional,1,2012,,,35,2019-08-26
b39fc9f6-bc07-47ce-b9bb-12cdc4f66b0f,Edital nº 507/UFFS/2013 - Processo seletivo de candidatos às  vagas para o curso de mestrado do Programa de Pós-Graduação em  Agroecologia e Desenvolvimento Rural Sustentável -  PPGADR,Mestrado em Agroecologia e Desenvolvimento Rural Sustentável,1,2014,,,20,2019-08-26
46f619fc-309e-41e8-a360-b02abd1a91e2,Edital Nº 081/UFFS/2011 - Cursos de Pós-Graduação Lato Sensu - Especialização - Especialização em Desenvolvimento Rural Sustentável e Agricultura Familiar,Especialização em Desenvolvimento Rural Sustentável e Agricultura Familiar,2,2011,,,30,2019-08-26
251f16a7-9784-419c-adf6-3fe2dfbc4c34,"EDITAL Nº 093/UFFS/2014 ADMISSÃO DE ALUNOS EM DISCIPLINA ISOLADA NO CURSO DE 
MESTRADO DO PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO - PPGE",Mestrado em Educação,1,2014,,,9,2019-08-26
a292308e-1fbc-4344-b89c-2481c8410784,Transferência Externa,Residência Medica em Radioterapia - Hospital São Vicente de Paulo,1,2016,2016-05-06,2016-05-06,1,2019-08-26
8a4469ab-269d-4198-af0c-8c3618efa3ae,EDITAL Nº 106/GR/UFFS/2019 - CONVOCA CANDIDATO SUPLENTE PARA REALIZAR MATRÍCULA EM VAGA REMANESCENTE NO CURSO DE MESTRADO EM AMBIENTE E TECNOLOGIAS SUSTENTÁVEIS - PPGATS,Mestrado em Ambiente e Tecnologias Sustentáveis,1,2019,2019-02-13,2019-02-14,15,2019-08-26
9904ffe2-20c5-450d-a285-9beb88f78aab,"Transferência Externa da FUNDAÇÃO HOSPITAL CENTENÁRIO- RS para Hospital da Cidade de Passo Fundo
Processo nº 23000.002134/2019-89 (Parecer  CNRM nº 889/2019)",Residência Médica em Anestesiologia - Hospital da Cidade de Passo Fundo,1,2019,2019-07-01,2019-07-01,1,2019-08-26
00024f5d-7a27-42a7-99f5-c7994353312f,Edital Nº 081/UFFS/2011 - Cursos de Pós-Graduação Lato Sensu - Especialização em História Regional,Especialização em História Regional,2,2011,,,35,2019-08-26
b7cd079f-db98-46f5-a54d-78584f659925,Edital nº 002/UFFS/2013 - Processo Seletivo para ingresso no curso de Pós-graduação Lato Sensu em Ensino de Língua e Literatura,Especialização em Ensino de Língua e Literatura,1,2013,,,40,2019-08-26
df511ffe-40cb-4ad0-99bc-69204b3953d1,"EDITAL Nº 565/UFFS/2015  PROCESSO SELETIVO PARA O CURSO DE MESTRADO DO PROGRAMA DE PÓS-GRADUAÇÃO EM ESTUDOS LINGUÍSTICOS (PPGEL) 2016/1
",Mestrado em Estudos Linguísticos,1,2016,2016-03-01,2016-03-04,20,2019-08-26
4f496bd8-0830-49f9-a21e-9848690aa7e3,"EDITAL Nº 094/UFFS/2014 ADMISSÃO DE ALUNOS EM DISCIPLINA ISOLADA NO CURSO DE 
MESTRADO EM ESTUDOS LINGUÍSTICOS",Mestrado em Estudos Linguísticos,1,2014,,,8,2019-08-26
6cf4f052-edce-4ffc-9ca5-a20fac714660,Edital Nº 081/UFFS/2011 - Curso de Pós-Graduação Lato Sensu - Especialização em Literaturas do Cone Sul,Especialização em Literaturas do Cone Sul,2,2011,,,35,2019-08-26
b3ef2b96-a24f-4630-8eeb-c3370a73bf64,Edital Nº 081/UFFS/2011 - Cursos de Pós-Graduação Lato Sensu - Especialização em Saúde Coletiva,Especialização em Saúde Coletiva,2,2011,,,30,2019-08-26
03649c12-6d91-4722-a908-e67ff1aa80e3,Edital Nº 144/UFFS/2014 - Admissão de candidatos em disciplina isolada no curso de Mestrado do Programa de Agroecologia e Desenvolvimento Rural Sustentável - PPGADR,Mestrado em Agroecologia e Desenvolvimento Rural Sustentável,1,2014,,,2,2019-08-26
2d28df12-e9bf-4ac8-9628-1983a3d5a130,Edital nº 129/UFFS/2014 - Admissão de alunos em disciplina isolada no curso de Mestrado do Programa de Pós-graduação em Ciência e Tecnologia Ambiental - PPGCTA,Mestrado em Ciência e Tecnologia Ambiental,1,2014,,,5,2019-08-26
0362f9f1-97f1-4a56-bcb2-24485418863c,EDITAL Nº 054/UFFS/2014 PROCESSO SELETIVO PARA INGRESSO NO CURSO DE PÓS-GRADUAÇÃO LATO SENSU EM LINGUAGEM E ENSINO,Especialização em Linguagem e Ensino,1,2014,,,35,2019-08-26
df31d20c-f9ab-43d1-8ecc-9080f3c2021b,EDITAL Nº 290/UFFS/2013 – ADMISSÃO DE ALUNOS EM DISCIPLINA ISOLADA NO CURSO DE MESTRADO DO PROGRAMA DE PÓS-GRADUAÇÃO EM ESTUDOS LINGUÍSTICOS - PPGEL,Mestrado em Estudos Linguísticos,2,2013,,,5,2019-08-26
acf89869-362e-4a47-b097-742ffade24f2,EDITAL Nº 001/UFFS/2013 – PROCESSO SELETIVO PARA INGRESSO NO CURSO DE PÓS-GRADUAÇÃO LATO SENSU EM PRODUÇÃO DE LEITE AGROECOLÓGICO,Especialização em Produção de Leite Agroecológico,1,2013,2015-02-11,2015-03-10,50,2019-08-26
3fcdfd11-1cc2-4c3a-ad14-e5b150627b8e,1 : Alteração Entidade Mantenedora em favor da UFFS,Residência Médica em Clínica Médica - Hospital Regional do Oeste,1,2014,,,2,2019-08-26
724e7126-042b-43b8-890d-73994ef41d6b,"EDITAL Nº 401/UFFS/2014 - ADMISSÃO DE ALUNOS EM DISCIPLINA ISOLADA NO CURSO DE 
MESTRADO DO PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIA E TECNOLOGIA AMBIENTAL - PPGCTA",Mestrado em Ciência e Tecnologia Ambiental,2,2014,,,2,2019-08-26
8653eba7-2bf9-4f46-a1af-e26ae99caaa4,EDITAL Nº 482/UFFS/2014 - ADMISSÃO DE CANDIDATOS EM DISCIPLINA ISOLADA NO CURSO DE MESTRADO DO PROGRAMA DE AGROECOLOGIA E DESENVOLVIMENTO RURAL SUSTENTÁVEL - PPGADR,Mestrado em Agroecologia e Desenvolvimento Rural Sustentável,2,2014,,,10,2019-08-26
efd73d35-529f-46ae-936a-d3565c563eb8,"EDITAL Nº 496/UFFS/2014 - ADMISSÃO DE ALUNOS EM DISCIPLINA ISOLADA NO CURSO DE 
MESTRADO DO PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO -PPGE
",Mestrado em Educação,2,2014,,,9,2019-08-26
d4d285dd-2d3a-40f1-8450-f2c0403042e4,"EDITAL Nº 459/UFFS/2014 - ADMISSÃO DE ALUNOS EM DISCIPLINA ISOLADA NO CURSO DE 
MESTRADO EM ESTUDOS LINGUÍSTICOS
",Mestrado em Estudos Linguísticos,2,2014,,,8,2019-08-26
65de0eef-b84d-4fb8-b8fc-e8f76192cd53,EDITAL Nº RM 01/2014 - HRO,Residência Médica em Clínica Médica - Hospital Regional do Oeste,1,2015,,,2,2019-08-26
927fe3a9-9c09-4e14-b20c-74f1990f59f4,"EDITAL Nº 469/UFFS/2014 - PROCESSO SELETIVO 2015.1 PARA O CURSO DE MESTRADO DO
PROGRAMA DE PÓS-GRADUAÇÃO EM ESTUDOS LINGUÍSTICOS - PPGEL",Mestrado em Estudos Linguísticos,1,2015,2015-03-02,2015-03-06,20,2019-08-26
4750f559-f431-42d7-a757-7769175eab09,EDITAL Nº 087/UFFS/2015 - PROCESSO SELETIVO DO PROGRAMA DE PÓS-GRADUAÇÃO EDUCAÇÃO - PPGE/UFFS,Mestrado em Educação,2,2015,2015-07-22,2015-07-29,20,2019-08-26
c072915c-fdef-4a55-bf80-992982e43d83,Edital de Concurso de Seleção à Residência Médica - 2012 para o Hospital São Vicente de Paulo/Passo Fundo. Publicado pela COREME em 16 de Agosto de 2011.,Residência Médica em Neurocirurgia - Hospital São Vicente de Paulo,1,2012,2015-02-23,2015-09-30,2,2019-08-26
86faa03f-5208-4ed3-a7f4-2de8433b026b,Edital 005/2013,Residência Médica em Ortopedia e Traumatologia - Hospital Regional do Oeste,1,2014,,,3,2019-08-26
203cbf18-aeb0-4405-b1ff-5bf1991db202,EDITAL Nº 748/UFFS/2015 - PROCESSO SELETIVO PARA INGRESSO NOS PROGRAMAS DE RESIDÊNCIA MÉDICA/2016,Residência Médica em Otorrinolaringologia - Hospital São Vicente de Paulo,1,2016,2016-02-01,2016-03-14,2,2019-08-26
5eb36aab-071f-47aa-a988-4959f4b35fd9,EDITAL Nº 748/UFFS/2015 - PROCESSO SELETIVO PARA INGRESSO NOS PROGRAMAS DE RESIDÊNCIA MÉDICA/2016,Residência Médica em Hemodinâmica e Cardiologia Intervencionista - Hospital São Vicente de Paulo,1,2016,2016-02-01,2016-02-05,1,2019-08-26
549d3b7c-5199-4b85-96af-4a7111bd8095,Transferência Externa,Residência Médica em Ortopedia e Traumatologia - Hospital Regional do Oeste,1,2016,,,1,2019-08-26
605e1b7a-fa5d-4371-876b-bf255d0055b0,EDITAL Nº 748/UFFS/2015 - PROCESSO SELETIVO PARA INGRESSO NOS PROGRAMAS DE RESIDÊNCIA MÉDICA/2016,Residência Médica em Obstetrícia e Ginecologia - Hospital São Vicente de Paulo,1,2016,2016-02-01,2016-02-15,5,2019-08-26
96116071-42d2-41fe-a4fb-c0a7102b7f47,Edital Nº 801/UFFS/2015 - Processo Seletivo para o Curso de Mestrado do Programa de Pós-Graduação em Desenvolvimento e Políticas Públicas,Mestrado em Desenvolvimento e Políticas Públicas,1,2016,2016-02-17,2016-02-19,15,2019-08-26
f426107b-28bc-4adf-afae-f499433b10b1,2: Alteração Entidade Mantenedora em favor da UFFS.,Residência Médica em Ortopedia e Traumatologia - Hospital Regional do Oeste,1,2015,,,3,2019-08-26
b1607af6-1f52-43fc-a813-237d0fff3827,Processo Seletivo 2014 Hospital da Cidade de Passo Fundo. Publicado pela COREME em 08 de fevereiro de 2014,Residência Médica em Cardiologia - Hospital da Cidade de Passo Fundo,1,2014,2015-02-23,2015-07-31,1,2019-08-26
ad40725e-f0f9-42d9-9ed2-29e813fbac8c,EDITAL Nº 748/UFFS/2015 - PROCESSO SELETIVO PARA INGRESSO NOS PROGRAMAS DE RESIDÊNCIA MÉDICA/2016,Residência Médica em Clínica Médica em Radiologia e Diagnóstico por Imagem – Hospital da Cidade de Passo Fundo,1,2016,2016-02-01,2016-03-30,1,2019-08-26
13640aa5-8389-4c36-a609-f577e9cf76c9,Edital Nº 105/UFFS/2016 - Admissão de Alunos em Disciplina Isolada no Curso de Mestrado do Programa de Pós-Graduação em Estudos Linguísticos,Mestrado em Estudos Linguísticos,1,2016,2016-03-07,2016-03-09,9,2019-08-26
a9306145-e868-4b05-9385-8db4db31585a,EDITAL Nº 386/UFFS/2015 - PROCESSO SELETIVO DO PROGRAMA DE PÓS-GRADUAÇÃO EM DESENVOLVIMENTO E POLÍTICAS PÚBLICAS - PPGDPP/UFFS,Mestrado em Desenvolvimento e Políticas Públicas,2,2015,2015-07-31,2015-08-28,15,2019-08-26
d4cacbef-320c-4db8-a7ee-596b00fa3a2e,Processo Seletivo 2014 Hospital São Vicente de Paulo. Publicado pela COREME em 17 de Agosto de 2013,Residência Médica em Obstetrícia e Ginecologia - Hospital São Vicente de Paulo,1,2014,2015-02-23,2015-09-30,4,2019-08-26
55654ec6-7b8a-405f-b954-f839bd3b17cd,EDITAL Nº 112/GR/UFFS/2019 - ADMISSÃO DE ALUNOS EM DISCIPLINA ISOLADA NO CURSO DE MESTRADO DO PROGRAMA DE PÓS-GRADUAÇÃO EM DESENVOLVIMENTO E POLÍTICAS PÚBLICAS - PPGDPP,Mestrado em Desenvolvimento e Políticas Públicas,1,2019,2019-03-07,2019-03-13,11,2019-08-26
5ca5eb0b-a108-48e7-bc15-91f4798a3ed0,Edital de Concurso de Seleção à Residência Médica - 2014 para o Hospital São Vicente de Paulo/Passo Fundo. Publicado pela COREME em 17 de Agosto de 2013.,Residência Médica em Cirurgia Vascular - Hospital São Vicente de Paulo,1,2014,2015-02-23,2015-09-30,3,2019-08-26
3c5e9a60-80b2-4de8-9be2-7972c3a4ca31,"EDITAL Nº 06, DE 15 DE JULHO DE 2014 DO CONSELHO GESTOR DO PROFMAT",Mestrado Profissional em Matemática,1,2015,2015-01-27,2015-02-13,15,2019-08-26
ae7522a8-5266-4c18-a8ed-1d2eb968ec3b,Edital Nº 730/UFFS/2015 - Admissão de Candidatos em Disciplina Isolada no Curso de Mestrado Interdisciplinar em Ciências Humanas - PPGICH,Mestrado Interdisciplinar em Ciências Humanas,2,2015,2015-09-22,2015-10-02,27,2019-08-26
d1d4e07a-66b2-41b1-8293-e5ac48a99b7d,Edital Nº 023/UFFS/2016 - Admissão de Alunos em Disciplina Isolada no Programa de Pós-Graduação Mestrado Profissional em Educação - PPGPE,Mestrado Profissional em Educação,1,2016,2016-03-01,2016-03-08,12,2019-08-26
8930fb74-3a74-4c2f-ba1e-ab2daad2c806,EDITAL Nº 748/UFFS/2015 - PROCESSO SELETIVO PARA INGRESSO NOS PROGRAMAS DE RESIDÊNCIA MÉDICA/2016,Residência Médica em Oncologia Clínica - Hospital da Cidade de Passo Fundo,1,2016,2016-02-01,2016-02-05,1,2019-08-26
ac3b0cfb-9ef1-4dc4-b230-62a9e9cbb850,EDITAL Nº 748/UFFS/2015 - PROCESSO SELETIVO PARA INGRESSO NOS PROGRAMAS DE RESIDÊNCIA MÉDICA/2016,Residência Médica em Clínica Médica - Hospital de Caridade de Carazinho,1,2016,2016-02-01,2016-02-05,3,2019-08-26
aae70d65-c001-4d85-a5dd-441db8377a2b,EDITAL Nº 748/UFFS/2015 - PROCESSO SELETIVO PARA INGRESSO NOS PROGRAMAS DE RESIDÊNCIA MÉDICA/2016,Residência Médica em Medicina da Família e Comunidade - Hospital São Vicente de Paulo,1,2016,2016-02-01,2016-02-05,3,2019-08-26
80706ab0-9ab8-4d9c-a3a9-8b90eb2289a4,PROCESSO SELETIVO PARA MÉDICO RESIDENTE EDITAL Nº RM 01/2014 PARA INGRESSO EM 2015,Residência Médica em Ginecologia e Obstetrícia - Hospital Regional do Oeste,1,2015,,,1,2019-08-26
cf6cbb7b-96a3-4675-8d7d-42044c9f551f,EDITAL Nº 748/UFFS/2015 - PROCESSO SELETIVO PARA INGRESSO NOS PROGRAMAS DE RESIDÊNCIA MÉDICA/2016,Residência Médica em Patologia - Hospital São Vicente de Paulo,1,2016,2016-02-01,2016-02-15,1,2019-08-26
e436dc86-aafe-4a44-b280-5d9c49df6aef,EDITAL Nº 748/UFFS/2015 - PROCESSO SELETIVO PARA INGRESSO NOS PROGRAMAS DE RESIDÊNCIA MÉDICA/2016,Residência Médica em Clínica Médica - Hospital da Cidade de Passo Fundo,1,2016,2016-02-01,2016-03-18,9,2019-08-26
4ca4065f-5a1a-4945-9119-56bebbdeb489,EDITAL Nº 748/UFFS/2015 - PROCESSO SELETIVO PARA INGRESSO NOS PROGRAMAS DE RESIDÊNCIA MÉDICA/2016,Residência Médica em Pediatria - Hospital da Cidade de Passo Fundo,1,2016,2016-02-01,2016-02-15,4,2019-08-26
e0008e86-0125-440d-bb5f-edb64765bdb7,EDITAL Nº 748/UFFS/2015 - PROCESSO SELETIVO PARA INGRESSO NOS PROGRAMAS DE RESIDÊNCIA MÉDICA/2016,Residência Médica em Pediatria - Hospital São Vicente de Paulo,1,2016,2016-02-01,2016-03-14,7,2019-08-26
f54ec181-e97b-4b94-95bb-f567bab4d806,"Edital 218/UFFS/2016: PROCESSO SELETIVO PARA INGRESSO NOS PROGRAMAS DE RESIDÊNCIA MÉDICA - HOSPITAL DA CIDADE DE PASSO FUNDO, HOSPITAL  DE  CARIDADE  DE  CARAZINHO  e  HOSPITAL  SÃO  VICENTE  DE 
PAULO  DE  PASSO  FUNDO. Publicado em 16.03.16.",Residência Médica em Pediatria - Hospital São Vicente de Paulo,1,2016,2016-03-28,2016-03-28,1,2019-08-26
47257800-7dab-499e-bef2-86e1b0c38984,"Edital 218/UFFS/2016: PROCESSO SELETIVO DE INGRESSO PARA OS PROGRAMAS DE RESIDÊNCIA MÉDICA-HOSPITAL DA CIDADE DE PASSO FUNDO, HOSPITAL  DE  CARIDADE  DE  CARAZINHO  e  HOSPITAL  SÃO  VICENTE  DE 
PAULO  DE  PASSO  FUNDO. Publicado em 16.03.16",Residência Médica em Cardiologia - Hospital São Vicente de Paulo,1,2016,2016-03-28,2016-03-28,1,2019-08-26
32329237-7c84-4b94-ad2f-4c15cedfd59d,EDITAL Nº 094/UFFS/2016 PROCESSO SELETIVO PARA INGRESSO NOS PROGRAMAS DE RESIDÊNCIA MÉDICA,Residência Médica em Neonatologia - Hospital São Vicente de Paulo,1,2016,2016-03-02,2016-03-03,1,2019-08-26
5f43def2-bb32-4250-8ae2-6384a01df126,"Edital 850/UFFS/2015 - PROCESSO SELETIVO PARA O CURSO DE MESTRADO DO PROGRAMA DE PÓS - GRADUAÇÃO EM 
AGROECOLOGIA E DESENVOLVIMENTO RURAL SUSTENTÁVEL - PPGADR",Mestrado em Agroecologia e Desenvolvimento Rural Sustentável,1,2016,2016-03-21,2016-04-11,20,2019-08-26
adc9f69f-68d4-4636-9c17-75b8a4dd1e72,Edital Nº 772/UFFS/2015 - Processo Seletivo de Candidatos às Vagas para o Curso de Mestrado do Programa de Pós-Graduação em Ciência e Tecnologia Ambiental,Mestrado em Ciência e Tecnologia Ambiental,1,2016,2016-02-18,2016-03-07,20,2019-08-26
95c407c1-c134-44ab-be8d-ee0efb5984da,"EDITAL Nº 403/UFFS/2016 CONVOCA CANDIDATO APROVADO PARA REALIZAR MATRÍCULA EM 
VAGA REMANESCENTE DO PROFMAT/UFFS/2016",Mestrado Profissional em Matemática,1,2016,2016-05-05,2016-05-06,1,2019-08-26
b9cc08c7-9235-4340-a3cf-23490ab98ae3,EDITAL Nº  321/UFFS/2016 - PROCESSO SELETIVO DE CANDIDATOS ÀS VAGAS PARA O CURSO DE  MESTRADO DO PROGRAMA DE PÓS - GRADUAÇÃO EM HISTÓRIA  - PPGH/UFFS,Mestrado em História,2,2016,2016-07-25,2016-07-29,15,2019-08-26
501d2fd0-f4d1-49ac-ac33-3b8d53428915,EDITAL Nº 546/UFFS/2016 - ADMISSÃO DE ALUNOS EM DISCIPLINA ISOLADA NO PROGRAMA DE PÓS - GRADUAÇÃO  MESTRADO PROFISSIONAL EM EDUCAÇÃO,Mestrado Profissional em Educação,2,2016,2016-08-03,2016-08-04,12,2019-08-26
8fc48dbb-abde-4788-87c7-b7ef2cf39850,EDITAL Nº 486/UFFS/2016 - ABRE INSCRIÇÕES AO PROCESSO SELETIVO PARA INGRESSO NO CURSO DE PÓS-GRADUAÇÃO LATO SENSU EM GESTÃO ESCOLAR,Especialização em Gestão Escolar,2,2016,2016-08-15,2016-08-18,50,2019-08-26
b68f1600-e105-4ddf-ada8-65f770bece34,Edital Nº 752/UFFS/2016 - Abre Inscrições ao Processo Seletivo para Ingresso no Curso de Pós-Graduação Lato Sensu em Gestão Escolar da Educação Básica,Especialização em Gestão Escolar da Educação Básica,2,2016,2016-10-13,2016-10-14,50,2019-08-26
a559bb48-a0e3-4624-8796-bda46c7f9407,"Edital 218/UFFS/2016: PROCESSO SELETIVO DE INGRESSO NOS PROGRAMAS DE RESIDÊNCIA MÉDICA - HOSPITAL DA CIDADE DE PASSO FUNDO, 
HOSPITAL  DE  CARIDADE  DE  CARAZINHO  e  HOSPITAL  SÃO  VICENTE  DE 
PAULO  DE  PASSO  FUNDO. Publicado em 16.03.16",Residência Médica em Geriatria - Hospital São Vicente de Paulo,1,2016,2016-03-28,2016-03-28,2,2019-08-26
